Update: 2017-09-29

### No. starts from 0

### Type (Category)
0	床	Floor
1	壁紙	Wallpaper
2	窓	Window
3	壁掛け	Tapestry
4	家具	Furniture
5	机	Desk

### Season value seems to has relation with "Need Furniture fiary" and "Buy on sale with Furniture fairy"

ID	Type	No.	Name	Rarity	Price	Is for sale?	Season	Description
309	5	65	リゾートハンモック	4	3000	0	0	艦娘たちと夏を満喫したい<br>提督のための、リゾート感<br>満載の夏季特別仕様のハン<br>モックです。ごろんと寝そ<br>べれば、いつでも夏気分！
310	0	44	波打ち際の砂浜床	5	5500	0	24	匠の職人の卓越した技術に<br>よって、波打ち際の砂浜が<br>鎮守府内にダイナミックに<br>再現されました。これなら<br>執務中も夏気分満喫です！
311	2	43	鎮守府夏時間の窓	5	4800	0	0	どこか懐かしい夏仕様の窓<br>です。蚊取り線香と風鈴を<br>配して、ゆったりした時間<br>が流れます。艦娘が西瓜を<br>切ってきてくれました。
312	1	46	赤とんぼの壁紙	3	900	1	0	夕日に飛ぶ赤とんぼが描か<br>れた壁紙です。子供の頃の<br>思い出や中間練習機に想い<br>を馳せてしまう不思議な味<br>わいの壁紙です。
313	2	44	すすきの窓	4	2400	1	0	素敵な秋を迎えるために、<br>職人らが腕によりをかけて<br>製作した木製高級窓です。<br>艦娘が飾ってくれたすすき<br>が秋の風に揺れています。
314	3	64	一六式大漁旗	4	0	0	0	最新鋭を自負するある軽巡<br>洋艦が、いえ、主にその妹<br>が艦隊の航海の安全と大漁<br>を祈って作った新大漁旗。<br>長女たちも寄書き済です！
315	5	66	提督座布団	3	1500	0	0	和でシンプルにいきたい！<br>そんなわびさびの心に重き<br>を置く提督のために用意さ<br>れた提督専用座布団です。<br>座椅子付仕様で少し贅沢！
316	5	67	提督文机	4	4000	1	0	落ち着いた気持ちで作戦指<br>揮を執りたい提督のために<br>職人が心を込めて作りあげ<br>た提督文机です。お茶と座<br>布団もご用意しました。
317	5	68	鎮守府囲炉裏	5	170000	0	0	寒くなってきたら囲炉裏が<br>が恋しくなりませんか？<br>炭のナチュラルな暖かさが<br>提督室を優しく包み込みま<br>す。換気には気をつけて！
318	2	45	ラヂオの窓	3	2400	0	0	やはり提督室で聴く音楽は<br>あれに限る…そんなときに<br>一発で母港ＢＧМを標準に<br>戻せる便利な古いラヂオが<br>置かれたシックな窓です。
319	2	46	ラヂオと高級職人窓	4	148000	1	0	家具コイン長者に贈る高級<br>職人が組み上げた木製窓。<br>木の優しさを感じる仕上り<br>に便利なラヂオも配置。<br>ダイナミック職人支援可！
320	5	69	トリコロールツリー	4	3700	0	25	Joyeux noël!新しく艦隊に<br>加わった水上機母艦が一生<br>懸命飾り付けたトリコロー<br>ルカラーのツリー。日本の<br>艦娘達も手伝いました！
321	5	70	ローストビーフディナー	4	2500	0	0	上質の牛肉を丹念な調理法<br>で仕上げたローストビーフ<br>をメインにしたフルコース<br>ディナーです。あの戦艦が<br>自信を持ってお薦めです！
322	5	71	ライスコロッケディナー	4	2200	0	0	ある水上機母艦が腕により<br>をかけて自慢のお米で作っ<br>た、ライスコロッケがメイ<br>ンのディナーコースです。<br>日本酒にもよくあいます。
323	4	46	鎮守府大掃除道具	4	1800	0	26	師走は鎮守府も大掃除の季<br>節です！一年の埃をとって<br>提督室もきれいにして新年<br>を迎えましょう！艦娘たち<br>も大忙しです！
324	3	65	新春掛け軸二〇一七	4	3000	0	0	A HAPPY<br>NEW YEAR!<br>艦隊合流後初めて鎮守府の<br>お正月を体験する戦艦娘が<br>準備した新春掛け軸です。
325	3	66	「迎春」掛け軸二〇一七	4	3000	0	0	まだ見ないでっていってる<br>のに……といいつつ、ある<br>駆逐艦が一生懸命書いてく<br>れました！新しい「迎春」<br>掛け軸、お届けします。
326	1	47	梅柄の壁紙	3	1300	0	0	白を基調とした落ち着いた<br>雰囲気の壁紙です。<br>梅柄のデザインを施しつつ<br>主張しすぎないので、多様<br>な家具にマッチします。
327	1	48	睦月の壁紙	3	1600	0	0	睦月の季節にぴったりな<br>雪椿をモチーフにした意<br>匠が施された壁紙です。<br>睦月の床との相性も良い<br>感じです。
328	5	72	節分の原稿机	4	25000	0	0	季節の修羅場を乗り切った<br>ある艦娘が、節分に備えて<br>あれこれ準備している原稿<br>机です。机の横には、やや<br>薄い本も常備しています。
329	5	73	恵方巻のキッチン	5	150000	0	12	艦隊と鎮守府の幸運を祈る<br>艦娘たちが腕によりをかけ<br>て美味しい巻き寿司を作っ<br>てくれる恵方巻キッチン！<br>ダイナミック職人支援可！
330	3	67	「セッツブーン」掛け軸	4	3000	0	0	海外生まれの艦娘が気合い<br>を入れて作ってくれた節分<br>の季節を力一杯お祝いする<br>気持ちの溢れたセッツブー<br>ン掛け軸、堂々完成です！
331	1	49	節分の壁紙	2	1200	0	0	今年もやってきました！<br>この季節！そうです、鎮<br>守府にとっても大切な行<br>事、節分です。そのため<br>に用意された壁紙です。
332	1	50	如月の壁紙	3	1600	0	0	少しずつ暖かくなる如月<br>の季節をモチーフにした<br>暖色系の暖かい雰囲気を<br>持つ壁紙です。
333	2	47	如月の窓	4	2200	0	0	ある駆逐艦型の二番艦娘が<br>家具職人に頼んで製作して<br>もらった特製の可愛らしい<br>小窓です。優しい風がレー<br>スカーテンを揺らします。
334	4	47	潜水空母な桐箪笥	5	51400	0	0	家具コイン長者に贈る二隻<br>の潜水空母の精密な模型が<br>配置された特製桐箪笥。潜<br>特型を補完するために建造<br>された潜水空母艦隊です。
335	1	51	弥生の壁紙	3	1700	0	0	弥生の季節をモチーフにし<br>た、ある駆逐艦の手による<br>壁紙です。落ち着いた雰囲<br>気の中にも春の訪れを予感<br>させる仕上りです。
336	2	48	弥生の窓	4	3300	0	0	ある睦月型駆逐艦が家具職<br>人の手を借りて作り上げた<br>かなり凝った意匠の丸い窓<br>です。特注の弥生ブライン<br>ドも標準装備！豪華です。
337	3	68	弥生のアレンジメント	3	1300	0	0	ある睦月型駆逐艦が弥生の<br>季節の花々を使って作った<br>フラワーアレンジメントで<br>す。もちろん、怒ってなん<br>かいません。
338	1	52	クッキーの壁紙	3	1800	0	0	提督が艦娘たちのために、<br>感謝の気持ちを込めて焼き<br>菓子を焼く季節。そんな春<br>の一日のために用意された<br>特別な壁紙を貴方に。
339	0	45	クッキーの床	2	1200	0	0	鎮守府提督室一杯に広がる<br>甘い焼き菓子の香り。そん<br>な提督室にぴったりの美味<br>しそうな雰囲気の床です。<br>艦娘たち、いつも感謝！
340	3	69	お返し掛け軸	3	2000	0	0	お返しの感謝の気持ちを上<br>手に伝えられない提督が、<br>密かに習字も練習して制作<br>した感謝の掛け軸。これな<br>ら気持ちがダイレクトに！
341	1	53	桜色の壁紙	3	1300	0	0	春の季節に咲き誇る桜の花<br>をモチーフにした、優しい<br>桜色の壁紙です。穏やかな<br>春の雰囲気と彩りが部屋の<br>中を明るく演出します。
342	3	70	桜の和のアレンジメント	4	2200	0	0	儚くも美しく咲く桜。その<br>桜の移り変わる風情を提督<br>執務室の中でも愉しむこと<br>ができる、家具職人特製の<br>和のアレンジメントです。
343	3	71	「四周年記念」掛け軸	5	0	0	0	提督のおかげで迎えること<br>ができた「祝四周年」を記<br>念して特型駆逐艦四番艦と<br>その姉妹艦たちが制作した<br>記念のスペシャル掛け軸！
344	1	54	水無月の壁紙	3	1200	0	0	水無月の季節の鎮守府の壁<br>を彩る壁紙です。爽やかな<br>青地をベースに月と朝顔が<br>デザインされた壁紙で提督<br>室の雰囲気も変りますね。
345	2	49	水無月の窓	4	3500	0	0	水無月の季節の窓を爽やか<br>に演出する特注家具です。<br>高級木材や素材をふんだん<br>使用したさりげない高級窓<br>です。
346	2	50	村雨の窓	4	4300	0	0	ちょっといい窓を作るため<br>ある駆逐艦娘が趣向を凝ら<br>した特注窓です。窓に備え<br>付けの小さなテーブルは、<br>お裁縫などにも最適です。
347	3	72	「空飛ぶ二航戦」掛け軸	5	0	0	0	平和な大空に飛ぶ夢を描く<br>航空母艦娘の手による記念<br>掛け軸。鮮やかな色使いと<br>添えられた記念写真が魅力<br>の限定掛け軸です。
348	4	48	「瑞雲」の桐箪笥	5	163400	1	0	高い機動力と第一線級艦爆<br>並みの潜在スペックを持つ<br>水上偵察機「瑞雲」。ある<br>艦娘が丹念に組み立てた模<br>型が飾られた桐箪笥です。
349	3	73	「瑞雲魂」掛け軸	5	6340	0	0	隠れた名機といえる高性能<br>水上偵察機「瑞雲」。その<br>魂を込めてある航空戦艦が<br>この時のために丹精込めて<br>作り上げた入魂の掛け軸。
350	1	55	矢羽の壁紙	2	800	1	0	矢羽をデザインモチーフに<br>採用した、爽やかな季節の<br>壁紙です。航空母艦娘にも<br>人気のこの壁紙で、鎮守府<br>の模様替えをどうぞ！
351	1	56	夏の職人木製壁	3	2200	0	0	夏の季節家具にマッチする<br>新作の木製壁です。高級な<br>素材を贅沢につかった職人<br>の技が光るシンプルにして<br>季節感溢れる仕上りです。
352	1	57	金魚の高級壁紙	4	127000	0	0	涼やかに泳ぐ金魚を見事に<br>鎮守府の壁に再現した最高<br>級の壁紙です。季節の趣き<br>を感じる和の逸品をぜひ。<br>ダイナミック職人支援可！
353	1	58	文月の壁紙	3	770	0	0	ある睦月型駆逐艦の雰囲気<br>再現してデザインされた壁<br>紙です。三日月と夏の花が<br>印象的な、不思議な雰囲気<br>の提督室が完成します。
354	2	51	文月の窓	4	7700	1	0	ある睦月型駆逐艦の好みを<br>聞いて、家具職人が丹念に<br>仕上げた特注高級窓です。<br>手仕上げの木製ブラインド<br>を標準装備しています。
355	3	74	「日向」の掛け軸	5	18100	1	0	鎮守府「瑞雲」祭り、その<br>成功を記念して作成された<br>記念高級掛け軸です。達人<br>が墨で描いたある航空戦艦<br>が優しく微笑みます。
356	3	75	「伊勢」の掛け軸	5	18200	1	0	鎮守府「瑞雲」祭り、その<br>無事完了を祝して製作され<br>た記念掛け軸、その二つ目<br>です。航空戦艦と瑞雲を愛<br>する提督にお贈りします。
357	0	46	長月の床	3	1900	1	0	長月の季節の月をモチーフ<br>にした敷物です。秋の夜の<br>すすきと夜空に浮かぶ月が<br>鎮守府の床に独特の世界を<br>醸し出します。
358	1	59	長月の壁紙	2	900	1	0	長月の季節の月をモチーフ<br>に描かれた壁面です。駆逐<br>艦と侮るなと主張するある<br>睦月型駆逐艦の全面監修に<br>よる秋夜の月の壁紙です。
359	2	52	長月の秋窓	4	4900	1	0	秋の夜は窓を開いて静かに<br>月を見上げるのもいいです<br>ね。緑の髪を持つ、ある駆<br>逐艦のリクエストを全面的<br>に採用した特注家具です。
360	4	49	月夜海の蓄音機	5	19450	1	0	秋刀魚漁支援の事前準備中<br>に発見された古い蓄音機。<br>夜空に浮かぶ月がデザイン<br>された和箪笥の中には…レ<br>コードも入っていました！
361	3	76	一七式大漁旗	4	0	0	0	朝潮型駆逐艦で編成された<br>ある元気な駆逐隊が、艦隊<br>の航海の安全と秋刀魚大漁<br>を祈って作った新大漁旗。<br>アゲアゲで参りましょう。
